OTU ID	type	domain	phylum	class	order	family	genus	species
ASV000669	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax konjaci
ASV000672	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV000676	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia
ASV000680	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia clevelandensis ATCC 49720
ASV000682	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Paramesorhizobium	s__Bartonella elizabethae
ASV000683	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas mendocina
ASV000685	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces hygroscopicus subsp. limoneus
ASV000690	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV000692	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas albilineans
ASV000700	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas wittichii RW1
ASV000704	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV000709	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV000720	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000727	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000729	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Renibacterium	s__Renibacterium salmoninarum
ASV000732	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000733	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000736	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000738	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000746	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV000762	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermacoccaceae	g__Dermacoccus	s__Dermacoccus nishinomiyaensis
ASV000769	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Rhizobium rhizogenes
ASV000774	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas sacchari
ASV000777	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV000784	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV000791	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV000795	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV000797	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces albus
ASV000798	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000800	Mammalia	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Candidatus Nitrospira inopinata
ASV000804	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium celatum
ASV000812	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV000814	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__uncultured Burkholderiales bacterium
ASV000819	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas albilineans
ASV000820	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000824	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Candidatus Accumulibacter	s__uncultured bacterium
ASV000827	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces turgidiscabies
ASV000832	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas putida
ASV000834	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV000844	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ochrobactrum	s__Ochrobactrum oryzae
ASV000849	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia
ASV000852	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces pluripotens
ASV000853	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus Xiphinematobacter	s__uncultured bacterium
ASV000854	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000859	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000860	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia felis (cat scratch disease bacillus)
ASV000869	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000871	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Agrobacterium radiobacter
ASV000894	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces hygroscopicus subsp. limoneus
ASV000904	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas mendocina
ASV000908	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ottowia	s__Comamonas serinivorans
ASV000909	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum JIP02/86
ASV000911	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Clavibacter	s__Clavibacter michiganensis
ASV000914	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV000915	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000918	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000924	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces clavuligerus ATCC 27064
ASV000930	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas vesicularis
ASV000938	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV000939	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV000940	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV000949	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000951	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV000957	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV000961	Mammalia	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium sensu stricto 1	s__Clostridium beijerinckii
ASV000963	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV000968	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Salinicola	s__Bacillus subtilis
ASV000969	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Simkaniaceae	g__uncultured	s__uncultured Chlamydia sp.
ASV000972	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter haemolyticus
ASV000973	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas mossii
ASV000976	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV000981	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Alysiella	s__Alysiella crassa
ASV000987	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV000993	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax citrulli
ASV001003	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV001004	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV001005	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001006	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001007	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV001012	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV001013	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV001021	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax konjaci
ASV001023	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces hygroscopicus
ASV001024	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus pauculus
ASV001033	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Renibacterium	s__Renibacterium salmoninarum
ASV001041	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV001043	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Paramesorhizobium	s__Bartonella elizabethae
ASV001046	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas putida
ASV001054	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001056	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV001066	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001068	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Agrobacterium radiobacter
ASV001069	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus megaterium
ASV001070	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__Coxiella endosymbiont of Ornithodoros marocanus
ASV001075	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Clavibacter	s__Clavibacter michiganensis
ASV001077	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV001078	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas acidaminiphila
ASV001080	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Agrobacterium radiobacter
ASV001085	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV001086	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001094	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ochrobactrum	s__Ochrobactrum oryzae
ASV001098	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Janibacter	s__Janibacter melonis
ASV001099	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV001100	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV001105	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas plecoglossicida
ASV001106	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces hygroscopicus subsp. limoneus
ASV001107	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV001108	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001109	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus megaterium
ASV001114	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV001116	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas testosteroni
ASV001121	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001124	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
ASV001126	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas albilineans
ASV001127	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces cattleya NRRL 8057 = DSM 46488
ASV001130	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacis
ASV001134	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV001135	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001138	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV001142	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Kerstersia	s__Kerstersia gyiorum
ASV001145	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces scabiei
ASV001147	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001151	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV001156	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia clevelandensis ATCC 49720
ASV001159	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV001160	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV001162	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV001163	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV001173	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces puniciscabiei
ASV001181	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV001185	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__uncultured Burkholderiales bacterium
ASV001186	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV001196	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermacoccaceae	g__Dermacoccus	s__Dermacoccus nishinomiyaensis
