OTU ID	type	domain	phylum	class	order	family	genus	species
ASV013893	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium neoaurum
ASV013896	Mammalia	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Candidatus Nitrospira inopinata
ASV013901	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus Xiphinematobacter	s__uncultured Verrucomicrobia bacterium
ASV013903	Multi	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__Burkholderia cepacia
ASV013904	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV013912	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Candidatus Accumulibacter	s__uncultured bacterium
ASV013922	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV013930	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank	s__Phytophthora infestans T30-4
ASV013931	Mammalia	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile
ASV013932	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV013936	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas wittichii
ASV013951	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Simkaniaceae	g__uncultured	s__uncultured Chlamydia sp.
ASV013960	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV013967	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV013971	Mammalia	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium sensu stricto 1	s__Clostridium beijerinckii NRRL B-598
ASV013972	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__Coxiella endosymbiont of Ornithodoros marocanus
ASV013975	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV013976	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus Xiphinematobacter	s__uncultured bacterium
ASV013982	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV013986	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus casseliflavus
ASV013989	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV013990	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus Xiphinematobacter	s__uncultured bacterium
ASV013991	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV014000	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV014011	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium celatum
ASV014013	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014018	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacis
ASV014019	Mammalia	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Candidatus Nitrospira inopinata
ASV014028	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014045	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014053	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Incertae Sedis	s__Brenneria goodwinii
ASV014062	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014079	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014082	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014083	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
ASV014098	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014114	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Agrobacterium rubi
ASV014118	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014121	Multi	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__Burkholderia cepacia
ASV014123	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014125	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__uncultured Burkholderiales bacterium
ASV014127	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured Acidobacteria bacterium
ASV014133	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014135	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014141	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharopolyspora	s__Saccharopolyspora rectivirgula
ASV014146	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella hackeliae
ASV014155	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014169	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014171	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas citronellolis
ASV014175	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014179	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas oryzae pv. oryzae
ASV014194	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas capnocytophagoides
ASV014200	Mammalia	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Caminicellaceae	g__Clostridium sensu stricto	s__Clostridium formicaceticum
ASV014208	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014209	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014218	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas fluorescens
ASV014229	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014230	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Serratia	s__Serratia ficaria
ASV014242	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas vesicularis
ASV014253	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__Candidatus Protochlamydia	s__Chlamydia sp. 'Diamant'
ASV014265	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas mossii
ASV014268	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aureimonas	s__Aureimonas altamirensis
ASV014269	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014275	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014276	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV014281	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014283	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014294	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum brasilense Sp245
ASV014308	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ochrobactrum	s__Ochrobactrum anthropi
ASV014312	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__norank	s__uncultured Chlamydia sp.
ASV014323	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV014334	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014335	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV014339	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV014345	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014349	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014357	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014360	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Morganella	s__Morganella morganii
ASV014362	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Simkaniaceae	g__uncultured	s__uncultured Chlamydia sp.
ASV014364	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas denitrificans (nomen rejiciendum)
ASV014366	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV014373	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__norank	s__uncultured Chlamydia sp.
ASV014376	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014390	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014399	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014413	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014419	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter lwoffii
ASV014420	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Paramesorhizobium	s__Bartonella elizabethae
ASV014435	Plant	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces collinus Tu 365
ASV014436	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014441	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus yeei
ASV014446	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014447	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014448	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum brasilense
ASV014458	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharopolyspora	s__Saccharopolyspora rectivirgula
ASV014492	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium spiritivorum
ASV014500	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas oryzae pv. oryzae
ASV014509	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax avenae
ASV014515	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014518	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV014524	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum brasilense Sp245
ASV014526	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014527	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014528	Mammalia	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Candidatus Nitrospira inopinata
ASV014537	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__norank	s__uncultured Chlamydia sp.
ASV014538	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014542	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014546	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV014552	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Elizabethkingia	s__Elizabethkingia anophelis NUHP1
ASV014554	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014561	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Granulibacter	s__Granulibacter bethesdensis
ASV014564	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas nitritireducens
ASV014577	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter pasteurianus
ASV014586	Mammalia	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium sensu stricto 1	s__Clostridium paraputrificum
ASV014594	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014604	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Providencia	s__Providencia stuartii
ASV014609	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__WWH38	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014616	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas vesicularis
ASV014625	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014631	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__Xanthomonas citri pv. mangiferaeindicae
ASV014654	Mammalia	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__Arcobacter cryaerophilus ATCC 43158
ASV014662	Mammalia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__norank	s__uncultured Chlamydia sp.
ASV014667	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas albilineans
ASV014673	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Candidatus Accumulibacter	s__uncultured bacterium
ASV014675	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum brasilense Sp245
ASV014676	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum brasilense
ASV014678	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas stutzeri
ASV014681	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Alcaligenes	s__Alcaligenes faecalis
ASV014684	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus hoagii
ASV014695	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium psychrophilum
ASV014700	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptosporangiales	f__Thermomonosporaceae	g__Actinomadura	s__Actinomadura pelletieri
ASV014701	Mammalia	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Geobacterales	f__Pseudopelobacteraceae	g__Pseudopelobacter	s__Pelobacter propionicus DSM 2379
ASV014703	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014707	Mammalia	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus pyridinivorans
ASV014710	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Janthinobacterium agaricidamnosum
ASV014711	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium gleum
ASV014730	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014731	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__uncultured Burkholderiales bacterium
ASV014747	Mammalia	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus larvae
ASV014758	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014765	Plant	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas melonis
ASV014772	Mammalia	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Cystobacter	s__Cystobacter fuscus
ASV014776	Mammalia	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Cystobacter	s__Cystobacter fuscus
ASV014777	Plant	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas phaseoli pv. dieffenbachiae
ASV014778	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014781	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014787	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014802	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
ASV014812	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__YM_S32_TM7_50_20	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014820	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__uncultured Burkholderiales bacterium
ASV014821	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Candidatus Accumulibacter	s__uncultured bacterium
ASV014823	Mammalia	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter phragmitetus
ASV014834	Mammalia	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__LWQ8	g__norank	s__uncultured Candidatus Saccharibacteria bacterium
ASV014850	Mammalia	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus Koribacter	s__uncultured bacterium
ASV014859	Mammalia	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
ASV014860	Mammalia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__uncultured Burkholderiales bacterium
